category,method,image_auroc_mean,image_auroc_std,aupro_mean,aupro_std,pixel_auroc_mean,pixel_auroc_std,mCE_mean,mCE_std,p50_latency_ms,fps,peak_vram_mb
bottle,autoencoder,1.0,,0.999992657705361,,0.9999985650073782,,0.0,,3.1977760791778564,312.7173308073211,215.12060546875
bottle,padim,1.0,,0.9980459920203391,,0.9991739304297557,,0.018518518518518514,,5.956959962844849,167.87086135164031,269.1318359375
bottle,patchcore,1.0,,0.9969731111186407,,0.9984103488321419,,0.0,,5.601183891296387,178.53368491505665,61.9638671875
