method,runtime_sec,speedup_vs_cpu,peak_vram_mb,coverage_radius
cpu_sequential_greedy,1.6577889790059999,1.0,0.0,14.933907508850098
gpu_unbatched_greedy,0.12073583394521847,13.730712124440116,14.76416015625,14.92479133605957
gpu_batched_vectorized,0.00741134601412341,223.6825774760535,14.5634765625,14.9246826171875
random_subsampling,0.000389269960578531,4258.71283913663,0.0,15.37020492553711
