timestamp,seed,category,method,device,fit_time_s,image_auroc,image_ap,pixel_auroc,pixel_ap,aupro,max_f1,optimal_threshold,oracle_max_f1,oracle_threshold,precision_at_optimal,recall_at_optimal,ece,mrd_image_auroc,mrd_aupro,mean_performance_change_auroc,mean_performance_change_aupro,mCE_image_auroc,mCE_aupro,p50_model_ms,p95_model_ms,fps_model,p50_e2e_ms,p95_e2e_ms,fps_e2e,p50_latency_ms,fps,peak_vram_mb
2026-08-17T23:02:42.124547+00:00,42,bottle,autoencoder,cuda,88.77034783363342,0.5053030303030303,0.8019738016092901,0.7242483895657034,0.1159060271497118,0.4633479652318228,0.868421052631579,0.0246166163124144,0.868421052631579,0.0246166163124144,1.0,1.0,0.7268617844242206,-0.1073653198653199,0.1184464902030319,-0.1073653198653199,0.1184464902030319,-0.1073653198653199,0.1184464902030319,4.981503963470459,6.18143367767334,200.7425884497601,23.974687576293945,28.49130172729492,41.71065824393697,4.981503963470459,200.7425884497601,214.62060546875
2026-08-18T00:33:28.573978+00:00,123,bottle,autoencoder,cuda,90.35552430152892,0.5128787878787879,0.8030872791089141,0.735225862507136,0.1129372164848862,0.4677071309328656,0.868421052631579,0.024164417758584,0.868421052631579,0.024164417758584,1.0,1.0,0.7262862725906096,-0.1134680134680134,0.0990297360083313,-0.1134680134680134,0.0990297360083313,-0.1134680134680134,0.0990297360083313,4.8818559646606445,6.565081787109374,204.8401278609433,25.367488861083984,27.82872924804688,39.42053568944504,4.8818559646606445,204.8401278609433,215.12060546875
2026-08-18T02:04:57.155213+00:00,2026,bottle,autoencoder,cuda,89.41403365135193,0.4977272727272727,0.7956802812696122,0.6648979064100263,0.0988752825575774,0.453448249196644,0.868421052631579,0.0245535145513713,0.868421052631579,0.0245535145513713,1.0,1.0,0.7246571236967267,-0.1573232323232322,0.1331334321972763,-0.1573232323232322,0.1331334321972763,-0.1573232323232322,0.1331334321972763,4.524767875671387,6.374995231628417,221.0058123371464,24.25334358215332,27.12970809936523,41.23142842605021,4.524767875671387,221.0058123371464,215.12060546875
2026-08-17T22:58:14.763793+00:00,42,bottle,padim,cuda,15.903812170028688,0.996969696969697,0.999074446914084,0.954784397390391,0.3787929367973366,0.8666231113775941,0.9924812030075189,12.69128131866455,0.9924812030075189,12.69128131866455,1.0,1.0,0.377843944053031,0.0986111111111111,0.088625323509798,0.0986111111111111,0.088625323509798,0.0986111111111111,0.088625323509798,6.1735358238220215,7.578470420837402,161.98172790074463,24.2893123626709,27.81617927551269,41.17037094622785,6.1735358238220215,161.98172790074463,297.29345703125
2026-08-18T00:29:03.271279+00:00,123,bottle,padim,cuda,16.96997594833374,0.996969696969697,0.999074446914084,0.9547843974942808,0.3787929405441128,0.8666230854626461,0.9924812030075189,12.691282272338867,0.9924812030075189,12.691282272338867,1.0,1.0,0.3778439078262968,0.0949074074074074,0.0890223819939911,0.0949074074074074,0.0890223819939911,0.0949074074074074,0.0890223819939911,5.974463939666748,7.286105442047119,167.37903351637135,25.84223937988281,39.28764877319336,38.69633684991026,5.974463939666748,167.37903351637135,298.73095703125
2026-08-18T02:00:30.977775+00:00,2026,bottle,padim,cuda,14.570916175842283,0.996969696969697,0.999074446914084,0.9547843974265904,0.3787929342891195,0.8666230857428574,0.9924812030075189,12.69128131866455,0.9924812030075189,12.69128131866455,1.0,1.0,0.3778439101090785,0.0996212121212121,0.0893783447541458,0.0996212121212121,0.0893783447541458,0.0996212121212121,0.0893783447541458,6.5984320640563965,10.898131370544428,151.5511549246893,26.77071952819824,30.69630661010742,37.354244399245175,6.5984320640563965,151.5511549246893,298.73095703125
2026-08-17T22:55:04.955301+00:00,42,bottle,patchcore,cuda,61.519553422927856,1.0,1.0,0.961653164935262,0.4935713778949024,0.8724852334244458,1.0,1.7187483310699463,1.0,1.7187483310699463,1.0,1.0,0.2350067810160476,0.0278198653198653,0.0444107157592177,0.0278198653198653,0.0444107157592177,0.0278198653198653,0.0444107157592177,10.583871841430664,12.13803539276123,94.48338141108212,28.91753578186035,31.23501510620117,34.58109320045363,10.583871841430664,94.48338141108212,201.07958984375
2026-08-18T00:25:55.161078+00:00,123,bottle,patchcore,cuda,61.65797448158264,1.0,1.0,0.9616531649847052,0.4935713799969872,0.8724852141459016,1.0,1.7187483310699463,1.0,1.7187483310699463,1.0,1.0,0.2350067800627814,0.0291245791245791,0.0441761215655237,0.0291245791245791,0.0441761215655237,0.0291245791245791,0.0441761215655237,11.132800102233888,13.395186805725098,89.8246614343908,31.067136764526367,44.944461822509744,32.18835413058746,11.132800102233888,89.8246614343908,208.259765625
2026-08-18T01:57:23.652097+00:00,2026,bottle,patchcore,cuda,59.70842957496643,1.0,1.0,0.9616531650341488,0.4935713783448783,0.8724852334234623,1.0,1.7187483310699463,1.0,1.7187483310699463,1.0,1.0,0.2350067810160476,0.0281144781144781,0.0444393561303642,0.0281144781144781,0.0444393561303642,0.0281144781144781,0.0444393561303642,11.098400115966797,12.80788459777832,90.10307697964974,29.676576614379883,32.615052413940425,33.69660904605193,11.098400115966797,90.10307697964974,208.259765625
2026-08-17T23:25:55.865557+00:00,42,cable,autoencoder,cuda,162.09768867492676,0.4480884557721138,0.6066657401284933,0.5932696717546284,0.0471317751776736,0.4037367958202921,0.7603305785123966,0.0153603013604879,0.7603305785123966,0.0153603013604879,1.0,1.0,0.3235435179937476,-0.0190217391304348,0.0283317503105207,-0.0190217391304348,0.0283317503105207,-0.0190217391304348,0.0283317503105207,6.231488227844238,7.846777534484863,160.4753091775937,39.63571166992188,44.78713684082031,25.22977279499283,6.231488227844238,160.4753091775937,216.271484375
2026-08-18T00:57:11.362222+00:00,123,cable,autoencoder,cuda,159.09205079078674,0.449775112443778,0.604517511100457,0.5625282679183151,0.0444606476649779,0.3890309634942631,0.7603305785123966,0.0165494293905794,0.7603305785123966,0.0165494293905794,1.0,1.0,0.3163534379144385,-0.0150966183574879,0.0399245971409617,-0.0150966183574879,0.0399245971409617,-0.0150966183574879,0.0399245971409617,5.942336082458496,7.577254390716549,168.28398564527274,40.42387390136719,43.08951568603516,24.73785670418277,5.942336082458496,168.28398564527274,216.271484375
2026-08-18T02:28:18.728116+00:00,2026,cable,autoencoder,cuda,159.02952933311462,0.4568965517241379,0.6156368258851912,0.5570298507017971,0.0412730431450365,0.3502148773511442,0.7603305785123966,0.0244247843511402,0.7603305785123966,0.0244247843511402,1.0,1.0,0.3233776952568223,-0.0236444277861069,0.0403086494902865,-0.0236444277861069,0.0403086494902865,-0.0236444277861069,0.0403086494902865,6.058656215667725,7.277651119232178,165.05310161250418,39.99251174926758,42.60293655395508,25.00468103302586,6.058656215667725,165.05310161250418,216.271484375
2026-08-17T23:17:03.866617+00:00,42,cable,padim,cuda,20.11010789871216,0.8616941529235382,0.9036004491289332,0.9683206125217376,0.4402966341373829,0.9075861884106432,0.859903381642512,12.014974594116213,0.859903381642512,12.014974594116213,1.0,1.0,0.2742122713510208,0.0233424954189572,0.0369258116973173,0.0233424954189572,0.0369258116973173,0.0233424954189572,0.0369258116973173,6.046624183654785,7.961958312988281,165.3815368090895,39.39606475830078,43.66279830932617,25.3832459189791,6.046624183654785,165.3815368090895,300.29345703125
2026-08-18T00:48:10.430665+00:00,123,cable,padim,cuda,20.88516306877136,0.8616941529235382,0.9036004491289332,0.9683206128272794,0.4402966378587046,0.907586168039914,0.859903381642512,12.014976501464844,0.859903381642512,12.014976501464844,1.0,1.0,0.2742122679746989,0.0241858237547892,0.0369002769138534,0.0241858237547892,0.0369002769138534,0.0241858237547892,0.0369002769138534,5.92633581161499,7.480620765686035,168.73832867181392,41.5052490234375,46.62720031738281,24.09333815670612,5.92633581161499,168.73832867181392,300.29345703125
